G_ZCTA,ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
G02139,02139,2018,24281,29.58,7.52,13.33,4.54
G02140,02140,2018,12891,20.03,8.23,12.61,5.71
G02141,02141,2018,8664,17.95,10.34,14.92,5.48
G02142,02142,2018,2002,27.97,15.68,10.29,3.45
G02143,02143,2018,18883,21.17,8.45,10.39,5.53
G02144,02144,2018,18429,19.23,9.47,13.93,6.75
G02145,02145,2018,16096,9.97,12.33,16.46,7.34
G02148,02148,2018,32501,8.91,13.35,20.39,9.1
G02149,02149,2018,24084,6.29,15.29,15.08,11.71
G02150,02150,2018,20616,5.5,18.25,12.65,11.65
G02151,02151,2018,27782,7.06,13.68,13.11,10.41
G02152,02152,2018,10268,10.5,9.82,13.25,12.06
G02155,02155,2018,35454,15.68,12.17,16.8,7.76
G02163,02163,2018,518,45.75,3.28,4.44,1.54
G02169,02169,2018,31776,10.3,10.88,15.49,11.63
G02170,02170,2018,11248,10.49,11.9,13.1,9.9
G02171,02171,2018,10855,9.75,10.94,13.36,7.08
G02176,02176,2018,16259,11.9,11.03,16.54,9.53
G02180,02180,2018,12406,10.71,14.61,15.54,10.43
G02184,02184,2018,19651,9.68,14.03,17.12,9.19
G02186,02186,2018,14014,16.39,8.48,18.36,7.74
G02188,02188,2018,8584,9.13,15.83,18.21,9.76
G02189,02189,2018,8675,8.83,19.95,18.69,13.04
G02190,02190,2018,9594,9.02,15.19,20.34,8.13
G02191,02191,2018,4522,9.95,12.14,15.79,10.84
G02199,02199,2018,609,11.66,15.11,21.35,3.78
G02203,02203,2018,0,NA,NA,NA,NA
G02210,02210,2018,2479,11.09,8.27,9.4,1.77
G02215,02215,2018,12710,32.01,3.96,15.86,5.81
G02301,02301,2018,29879,5.71,12.5,27.32,12.59
G02302,02302,2018,16584,7.79,15.68,21.79,11.31
G02322,02322,2018,2569,8.1,18.14,18.41,11.76
G02324,02324,2018,14571,11.12,15.02,15.36,15.63
G02330,02330,2018,5725,7.79,19.07,18.36,12.47
G02332,02332,2018,7220,9.03,16.16,13.88,7.31
G02333,02333,2018,7397,7.75,17.56,15.52,11.46
G02338,02338,2018,4441,10.34,25.71,15.94,12.52
G02339,02339,2018,7293,5.77,15.07,17.11,11.57
G02341,02341,2018,6212,7.05,16.48,16.63,15
G02343,02343,2018,5249,8,14.73,14,7.98
G02346,02346,2018,12829,7.9,20.06,14.01,11.55
G02347,02347,2018,6311,9.17,15.8,14.96,13.66
G02351,02351,2018,9649,6.85,12.19,19.31,8.31
G02356,02356,2018,7095,14.04,14.81,16.19,11.36
G02357,02357,2018,567,49.74,0,4.23,18.34
G02359,02359,2018,10351,8.62,19.99,16.16,12.87
G02360,02360,2018,30590,8.35,17.99,15.72,11.77
G02364,02364,2018,7066,11.94,17.68,12.37,7.6
G02366,02366,2018,0,NA,NA,NA,NA
G02367,02367,2018,1549,9.1,20.34,12.2,10.91
G02368,02368,2018,18154,9.12,13.04,21.65,11.53
G02370,02370,2018,9979,7.21,16.23,13.59,13.11
G02375,02375,2018,5677,13.4,13.76,16.82,13.6
G02379,02379,2018,3704,9.48,18.14,15.23,13.53
G02382,02382,2018,8333,8.15,15.61,18.1,14.05
G02420,02420,2018,6932,14.2,15.97,14.86,3.48
G02421,02421,2018,9004,13.13,14.06,17.08,6.03
G02445,02445,2018,12210,17.02,4.58,26.82,5
G02446,02446,2018,17116,22.14,6.25,19.29,5.69
G02451,02451,2018,10980,12.11,13.61,17.13,9.95
G02452,02452,2018,8007,16.3,13.26,13.53,10.9
G02453,02453,2018,17342,14.91,13.14,13.16,11.72
G02457,02457,2018,698,49.43,0.14,5.87,14.47
G02458,02458,2018,6878,13.84,13.84,15.16,6.35
G02459,02459,2018,9812,15.86,7.52,17.45,7.68
G02460,02460,2018,5282,18.91,10.19,17.15,5.68
G02461,02461,2018,4010,17.28,7.48,17.36,9.23
G02462,02462,2018,751,20.24,5.86,16.11,6.26
G02464,02464,2018,1796,13.92,12.81,19.21,10.36
G02465,02465,2018,6434,15.22,10.02,15.88,6.95
G02466,02466,2018,4449,22.5,9.1,12.88,8
G02467,02467,2018,9855,25.77,5.96,19.07,5.75
G02468,02468,2018,2968,16.27,10.85,24.02,5.12
G02472,02472,2018,21960,18.41,9.94,15.38,8.28
G02474,02474,2018,16054,17.16,12.56,12.53,7.39
G02476,02476,2018,9090,16.84,12.01,13.7,4.31
G02478,02478,2018,13011,17.32,12.14,14.63,5.71
G02481,02481,2018,6913,14.57,7.35,11.54,7.35
G02482,02482,2018,5116,17.26,8.31,13.94,6.8
G02492,02492,2018,9793,16.09,11.66,15.87,7.85
G02493,02493,2018,4992,12.5,9.09,19.29,3.17
G02494,02494,2018,5084,15.05,7.67,15.76,8.65
G02532,02532,2018,7023,10.05,19.14,16.47,9.9
G02534,02534,2018,518,0,15.25,15.25,27.41
G02535,02535,2018,662,13.44,24.02,12.54,7.25
G02536,02536,2018,9465,6.52,15.35,15.64,15.76
G02537,02537,2018,3174,10.96,16.76,22.15,10.24
G02538,02538,2018,2075,5.54,18.51,18.89,15.18
G02539,02539,2018,1769,10.4,27.76,2.43,5.26
G02540,02540,2018,3701,10.38,6.84,15.62,13.32
G02542,02542,2018,191,13.09,0,17.8,20.94
G02543,02543,2018,328,15.55,12.2,9.45,7.01
G02553,02553,2018,0,NA,NA,NA,NA
G02554,02554,2018,6356,9,17.76,9.25,12.32
G02556,02556,2018,1303,12.13,12.2,18.73,12.2
G02557,02557,2018,2446,9.85,12.47,23.59,11.04
G02558,02558,2018,481,8.94,11.85,29.73,12.89
G02559,02559,2018,1999,5.2,16.26,20.81,12.01
G02561,02561,2018,236,0,16.95,8.47,6.78
G02562,02562,2018,1760,13.18,16.76,17.61,11.19
G02563,02563,2018,5168,10.39,13.68,17.61,12.46
G02564,02564,2018,103,21.36,16.5,0,0.97
G02568,02568,2018,2277,11.51,22.97,14.45,16.64
G02571,02571,2018,5204,7.09,13.6,22,12.53
G02575,02575,2018,1499,9.27,37.09,9.14,2.94
G02576,02576,2018,2539,6.26,28.79,10.71,6.26
G02584,02584,2018,12,100,0,0,0
G02601,02601,2018,7940,4.8,17.15,15.14,13.2
G02630,02630,2018,1051,12.75,18.46,18.84,14.18
G02631,02631,2018,4655,9.58,14.69,16.26,9.56
G02632,02632,2018,5516,9.99,15.74,13.72,11.15
G02633,02633,2018,1875,6.56,17.55,18.29,16.96
G02635,02635,2018,1360,12.65,21.4,18.31,8.53
G02637,02637,2018,68,20.59,17.65,0,0
G02638,02638,2018,1115,12.29,11.3,14.71,10.04
G02639,02639,2018,1615,6.93,13.19,14.49,20.06
G02641,02641,2018,93,8.6,17.2,25.81,27.96
G02642,02642,2018,2164,7.16,13.22,10.3,18.58
G02643,02643,2018,0,NA,NA,NA,NA
G02644,02644,2018,2550,11.49,16.98,17.61,11.69
G02645,02645,2018,4855,8.51,13.94,13.49,12.34
G02646,02646,2018,727,10.04,12.93,14.31,17.47
G02647,02647,2018,50,0,0,0,0
G02648,02648,2018,3856,6.85,13.93,18.26,15.48
G02649,02649,2018,6568,8.79,13.47,20.49,13.99
G02650,02650,2018,315,11.11,11.11,2.86,21.59
G02651,02651,2018,0,NA,NA,NA,NA
G02652,02652,2018,394,6.85,12.44,16.75,10.15
G02653,02653,2018,2439,5.7,18,18.12,8.9
G02655,02655,2018,1454,8.73,20.98,10.87,10.04
G02657,02657,2018,1658,11.64,8.81,10.13,12.79
G02659,02659,2018,513,5.65,17.54,18.32,21.64
G02660,02660,2018,2780,11.62,16.08,14.6,11.26
G02663,02663,2018,17,0,0,0,0
G02664,02664,2018,4227,5.18,23.04,15.47,18.78
G02666,02666,2018,210,21.43,9.52,0,18.1
G02667,02667,2018,1603,5.74,16.41,14.6,10.36
G02668,02668,2018,1425,9.19,16.91,17.96,5.68
G02669,02669,2018,67,0,41.79,17.91,28.36
G02670,02670,2018,583,8.4,13.72,24.19,12.52
G02671,02671,2018,349,21.2,9.17,7.16,10.6
G02672,02672,2018,138,0,7.25,25.36,16.67
G02673,02673,2018,4625,4.43,11.55,16.56,21.66
G02675,02675,2018,2848,8.53,9.66,23.74,12.82
G02702,02702,2018,2505,6.55,21.72,21.24,12.38
G02703,02703,2018,23544,8.51,21.79,15.85,12.87
G02713,02713,2018,23,0,52.17,13.04,0
G02715,02715,2018,1945,11.41,21.7,17.43,10.13
G02717,02717,2018,2648,6.16,21.11,19.68,12.61
G02718,02718,2018,3493,14.09,19.15,11.31,10.05
G02719,02719,2018,7775,10.02,15.9,18.68,11.49
G02720,02720,2018,14409,8.7,19.5,18.88,10.92
G02721,02721,2018,10930,4.55,20.15,22.83,14.54
G02723,02723,2018,6561,5.53,25.7,18.26,8.12
G02724,02724,2018,7595,6.97,25.7,19.76,16.81
G02725,02725,2018,1113,0,14.65,24.89,17.25
G02726,02726,2018,7950,10.67,14.57,17.47,13.66
G02738,02738,2018,2152,13.01,12.96,16.4,10.5
G02739,02739,2018,3453,16.65,14.51,17.69,9.09
G02740,02740,2018,19865,6.58,19.67,21.55,12
G02743,02743,2018,5587,9.34,24.75,18.17,13.64
G02744,02744,2018,4722,2.03,28.7,20.92,14.76
G02745,02745,2018,12934,5.27,24.07,21.64,12.27
G02746,02746,2018,6568,3.35,27.25,15.65,16
G02747,02747,2018,11768,16.77,17.69,16.37,11.6
G02748,02748,2018,5370,10.93,18.79,18.08,12.03
G02760,02760,2018,15151,9.35,20.08,13.02,11.95
G02762,02762,2018,5188,6.71,16.87,17.66,12.26
G02763,02763,2018,1031,10.28,18.82,17.36,15.52
G02764,02764,2018,2536,9.66,14.71,15.54,9.54
G02766,02766,2018,11466,13.55,14.8,12.6,16.41
G02767,02767,2018,7803,8.74,24.27,16.83,10.96
G02769,02769,2018,7012,13.19,22.72,13.26,11.08
G02770,02770,2018,2614,12.36,23.07,16.6,8.57
G02771,02771,2018,8257,11.77,18.76,16.2,8.96
G02777,02777,2018,8676,8.66,19.77,21.84,14.52
G02779,02779,2018,3844,13.5,22.55,14.44,15.14
G02780,02780,2018,25038,7.04,19.45,18.09,14.57
G02790,02790,2018,8145,10.69,18.61,19.3,11.49
G02791,02791,2018,45,0,0,0,60
G02802,02802,2018,265,6.42,13.58,26.04,10.94
G02804,02804,2018,1153,15.96,27.32,6.16,6.76
G02806,02806,2018,8259,14.88,10.53,18.07,7.56
G02807,02807,2018,433,10.16,27.02,2.08,14.55
G02808,02808,2018,1329,9.93,17.83,15.58,12.26
G02809,02809,2018,11281,17.18,14.92,17.84,9.28
G02812,02812,2018,617,27.71,11.02,20.75,2.11
G02813,02813,2018,4123,13.8,17.73,15.4,15.98
G02814,02814,2018,4232,10.56,17.96,13.11,10.8
G02815,02815,2018,105,35.24,18.1,46.67,0
G02816,02816,2018,17343,9.55,21.37,17.14,13.38
G02817,02817,2018,3607,16.38,15.89,14.08,9.48
G02818,02818,2018,9281,14.06,14.49,18.24,9.16
G02822,02822,2018,3644,11.11,27.74,10.89,8.86
G02825,02825,2018,3140,10.25,15.45,14.08,16.05
G02826,02826,2018,315,19.05,4.44,42.86,7.3
G02827,02827,2018,1245,10.84,20,15.82,15.18
G02828,02828,2018,3868,13.75,17.61,11.5,10.96
G02830,02830,2018,3167,9.91,19.64,14.18,11.34
G02831,02831,2018,1741,10.86,19.76,15.74,11.83
G02832,02832,2018,2437,14.49,18.79,18.63,8.95
G02833,02833,2018,600,8.17,28.33,8.17,4.83
G02835,02835,2018,2456,14.98,9.36,15.07,6.15
G02836,02836,2018,187,21.39,31.02,0,22.99
G02837,02837,2018,1776,9.68,20.55,15.37,11.71
G02838,02838,2018,1698,13.37,12.66,8.6,20.14
G02839,02839,2018,965,5.39,32.12,19.17,8.29
G02840,02840,2018,12248,11.87,11.53,16.61,7.31
G02841,02841,2018,130,28.46,0,7.69,15.38
G02842,02842,2018,7980,11.12,15.05,14.91,11.37
G02852,02852,2018,11259,13.76,19.31,15.77,10.49
G02857,02857,2018,5215,10.78,18.29,13.33,10.07
G02858,02858,2018,536,0,21.46,47.76,2.43
G02859,02859,2018,3806,9.83,22.28,16.47,9.67
G02860,02860,2018,22857,7.88,18.78,21.13,13.08
G02861,02861,2018,13685,6.34,19.55,15.66,14.67
G02863,02863,2018,8450,3.29,29.91,10.57,12.93
G02864,02864,2018,18252,10.2,18.91,14.22,14.85
G02865,02865,2018,8704,13.4,14.82,13.52,13.28
G02871,02871,2018,8689,9.4,17.98,14.01,8.52
G02872,02872,2018,164,7.93,41.46,19.51,0
G02873,02873,2018,148,43.92,12.84,0,18.92
G02874,02874,2018,3038,15.27,15.54,11.52,7.47
G02875,02875,2018,336,0,13.39,34.82,0
G02876,02876,2018,149,0,0,37.58,49.66
G02878,02878,2018,7935,9.33,19.75,17.54,12.34
G02879,02879,2018,10241,15.28,13.85,14.24,10.72
G02881,02881,2018,3391,21.06,7.96,10.85,16.57
G02882,02882,2018,6435,13.95,11.59,17.34,9.74
G02885,02885,2018,5655,11.51,15.84,16.78,14.09
G02886,02886,2018,14747,10.02,16.87,15.47,11.32
G02888,02888,2018,10834,12.26,17.85,14.21,11.43
G02889,02889,2018,14292,10,17.58,17.38,11.17
G02891,02891,2018,10916,8.41,22.09,14.92,12.38
G02892,02892,2018,2858,14.31,23.02,13.68,10.92
G02893,02893,2018,15368,7.99,18.11,15.39,14.17
G02894,02894,2018,497,17.1,9.46,16.5,8.65
G02895,02895,2018,18718,5.63,22.9,15.62,15.52
G02896,02896,2018,6409,10.8,19.14,13.53,11.11
G02898,02898,2018,933,5.79,21.11,24.76,9.54
G02903,02903,2018,5105,22.51,6.54,11.13,8.7
G02904,02904,2018,14020,8,10.24,21.96,14.1
G02905,02905,2018,11619,12.45,13.31,18.51,12.14
G02906,02906,2018,15116,31.92,7.71,14.55,9.15
G02907,02907,2018,12920,7.31,20.03,18.27,13.2
G02908,02908,2018,16881,11.2,16.9,18.74,11.31
G02909,02909,2018,18066,5.66,24.63,13.93,12.5
G02910,02910,2018,11861,9,18.33,13.87,13.75
G02911,02911,2018,8080,13,11.49,19.34,12.29
G02912,02912,2018,532,41.73,4.14,3.38,18.42
G02914,02914,2018,10826,7.12,15.17,21.72,14.59
G02915,02915,2018,8639,12.13,17.5,15.97,14.32
G02916,02916,2018,4825,12.19,21.35,15.94,8.46
G02917,02917,2018,6707,17.56,14.66,15.76,14.06
G02919,02919,2018,15153,7.85,18.72,16.8,12.68
G02920,02920,2018,17142,9.05,15.04,16.15,14.12
G02921,02921,2018,6338,13.06,17.47,16.27,14.69
G03031,03031,2018,6074,9.3,18.11,11.03,10.26
G03032,03032,2018,3322,9.06,18.15,15.65,7.13
G03033,03033,2018,2830,7.46,21.2,13.36,10.18
G03034,03034,2018,2271,11.58,24.7,13.91,10
G03036,03036,2018,2970,12.42,19.83,13.54,8.89
G03037,03037,2018,2609,6.52,24.8,17.67,14.76
G03038,03038,2018,19479,6.62,21.96,11.54,14.92
G03042,03042,2018,3996,6.76,22.45,18.24,18.79
G03043,03043,2018,974,8.73,31.42,7.39,5.13
G03044,03044,2018,2738,9.39,24.91,10.88,10.99
G03045,03045,2018,7421,9.92,18.53,18.34,12.51
G03046,03046,2018,1632,9.62,20.22,15.87,11.34
G03047,03047,2018,893,4.93,34.49,17.47,8.51
G03048,03048,2018,1998,6.21,32.23,12.26,9.61
G03049,03049,2018,4027,5.96,26.07,12.49,7.92
G03051,03051,2018,14507,8.66,21.18,14.94,12.68
G03052,03052,2018,4778,5.86,24.36,17.14,14.34
G03053,03053,2018,14299,9.57,21.04,14.92,11.34
G03054,03054,2018,14929,8.47,20.11,12.87,12.62
G03055,03055,2018,8549,9.43,23.79,13.63,13.07
G03057,03057,2018,1472,8.22,23.51,11.01,12.02
G03060,03060,2018,15874,6.19,21.44,12.54,14.93
G03062,03062,2018,15760,7.93,20.24,14.9,9.91
G03063,03063,2018,9708,7.85,20.6,16.26,11.67
G03064,03064,2018,7570,9.38,21.81,14.15,13.5
G03070,03070,2018,3185,6.44,27.54,19.34,9.26
G03071,03071,2018,2827,6.54,34.45,10.44,12.13
G03076,03076,2018,7600,10.47,26.29,11.57,10.97
G03077,03077,2018,5819,8.08,26.91,17.03,13.58
G03079,03079,2018,16485,6.79,23.93,11.99,16.08
G03082,03082,2018,935,8.24,36.47,6.1,8.13
G03084,03084,2018,694,7.78,26.51,10.66,14.41
G03086,03086,2018,2170,6.31,30.88,10,9.49
G03087,03087,2018,7559,10.95,23.89,10.82,8.14
G03101,03101,2018,1460,7.81,13.01,6.3,10.21
G03102,03102,2018,17596,6.12,19.33,14.8,14.33
G03103,03103,2018,18645,5.03,21.09,13.65,14.7
G03104,03104,2018,18562,10.28,14.69,16.4,12.39
G03106,03106,2018,7993,11.74,17.52,16.53,11.36
G03109,03109,2018,6370,7.99,15.73,15.51,15.12
G03110,03110,2018,11505,11.46,17.2,14.62,8.49
G03215,03215,2018,99,15.15,25.25,3.03,2.02
G03216,03216,2018,1495,16.99,19.67,17.73,14.45
G03217,03217,2018,1117,20.95,20.86,14.5,17.01
G03218,03218,2018,468,8.97,19.23,22.01,1.71
G03220,03220,2018,3991,10.37,20.25,15.69,17.29
G03221,03221,2018,1153,11.8,20.21,16.39,7.98
G03222,03222,2018,2986,10.45,28.16,12.79,15.91
G03223,03223,2018,2197,19.12,22.49,13.43,7.01
G03224,03224,2018,1399,13.01,23.3,13.3,11.72
G03225,03225,2018,2177,14.7,24.85,9.42,11.3
G03226,03226,2018,499,6.01,25.25,10.62,10.82
G03227,03227,2018,466,12.45,20.17,10.3,10.94
G03229,03229,2018,3108,19.79,15.93,13.51,3.44
G03230,03230,2018,697,8.46,28.98,19.94,12.34
G03231,03231,2018,115,40.87,15.65,9.57,0
G03233,03233,2018,38,0,39.47,13.16,0
G03234,03234,2018,2535,12.94,16.25,17.2,14.4
G03235,03235,2018,4295,5.73,23.35,19.46,17.58
G03237,03237,2018,1214,7.5,30.4,17.38,12.27
G03238,03238,2018,49,0,34.69,20.41,16.33
G03240,03240,2018,579,13.13,17.44,19,14.68
G03241,03241,2018,367,17.17,29.97,12.81,6.54
G03242,03242,2018,2897,21.92,14.46,14.84,14.74
G03243,03243,2018,542,7.2,23.62,15.87,14.02
G03244,03244,2018,3695,9.34,28.58,15.18,10.18
G03245,03245,2018,1095,11.42,20.73,15.8,14.7
G03246,03246,2018,8470,6.66,18.8,18.12,14.75
G03249,03249,2018,3643,15.23,11.58,16.33,15.95
G03251,03251,2018,726,3.31,15.7,8.95,9.23
G03253,03253,2018,2682,8.43,23.15,14.35,16.82
G03254,03254,2018,1914,6.37,18.81,17.76,4.96
G03255,03255,2018,1153,13.44,20.38,15.35,8.76
G03256,03256,2018,1127,15.71,21.38,9.94,12.78
G03257,03257,2018,2007,20.53,11.26,13.8,15.79
G03258,03258,2018,1452,6.4,21.49,16.53,11.5
G03259,03259,2018,167,19.76,26.95,7.78,3.59
G03260,03260,2018,471,9.77,26.96,14.23,2.55
G03261,03261,2018,2544,12.38,20.99,11.12,18.08
G03262,03262,2018,534,10.67,16.85,11.61,9.74
G03263,03263,2018,1826,8.49,34.61,8.21,13.75
G03264,03264,2018,3426,21.19,16.55,18.71,13.49
G03266,03266,2018,1193,11.74,24.14,11.23,17.35
G03268,03268,2018,577,16.12,20.45,14.73,7.97
G03269,03269,2018,1693,10.22,22.62,14.77,13.88
G03273,03273,2018,185,9.19,10.27,15.14,8.65
G03275,03275,2018,6491,5.47,21.94,15.07,13.83
G03276,03276,2018,4369,5.72,28.86,18.31,14.49
G03278,03278,2018,1582,10.11,15.42,15.87,9.73
G03279,03279,2018,402,8.96,20.4,13.68,11.19
G03280,03280,2018,686,4.81,28.72,9.18,14.72
G03281,03281,2018,5231,9.73,25.65,18.93,11.2
G03282,03282,2018,407,12.53,24.32,13.51,8.85
G03284,03284,2018,448,12.5,33.93,18.3,3.12
G03285,03285,2018,1309,14.82,18.79,14.21,7.79
G03287,03287,2018,915,13.33,23.93,17.49,10.05
G03290,03290,2018,2894,8.71,23.15,11.4,17.76
G03291,03291,2018,27,0,0,81.48,18.52
G03293,03293,2018,45,0,0,15.56,0
G03301,03301,2018,16261,10.28,12.13,18.52,11.89
G03303,03303,2018,8438,9.15,19.5,16.71,11.98
G03304,03304,2018,4223,14.59,14.82,17.71,10.85
G03307,03307,2018,2792,7.2,25.36,15.58,8.81
G03431,03431,2018,13289,17.25,15.06,13.15,13.18
G03440,03440,2018,1446,9.34,27.46,17.63,14.59
G03441,03441,2018,73,15.07,0,12.33,34.25
G03442,03442,2018,830,9.4,30.36,16.99,10.6
G03443,03443,2018,299,27.42,17.39,16.05,0
G03444,03444,2018,820,17.44,22.56,12.44,9.88
G03445,03445,2018,425,8.47,20.71,17.65,11.29
G03446,03446,2018,3581,13.04,25.33,16.81,11.92
G03447,03447,2018,1300,6,30.85,14.77,16.54
G03448,03448,2018,410,9.27,27.07,17.32,6.83
G03449,03449,2018,940,9.79,20.53,19.04,10.43
G03450,03450,2018,525,8,26.29,14.86,11.43
G03451,03451,2018,2265,12.94,23.36,17.92,9.09
G03452,03452,2018,2816,7.95,25.71,13.88,12.89
G03455,03455,2018,1294,7.03,30.22,11.75,19.63
G03456,03456,2018,367,9.26,27.25,19.07,12.26
G03457,03457,2018,405,11.85,23.46,13.33,14.57
G03458,03458,2018,3686,12.05,19.89,15.49,11.5
G03461,03461,2018,2854,16.5,29.4,12.89,12.19
G03462,03462,2018,667,8.4,23.24,21.44,5.7
G03464,03464,2018,581,11.7,24.1,22.55,13.25
G03465,03465,2018,1104,13.22,33.42,8.42,13.32
G03466,03466,2018,648,5.25,15.43,13.73,4.78
G03467,03467,2018,957,18.7,19.44,17.14,11.81
G03470,03470,2018,2541,7.95,28.34,17.28,12.4
G03561,03561,2018,3261,9.51,15.95,22.6,16.87
G03570,03570,2018,3939,8.02,15.41,19.35,17.77
G03574,03574,2018,1336,9.36,19.09,18.64,12.65
G03575,03575,2018,47,42.55,0,44.68,0
G03576,03576,2018,1400,5.57,29.86,20.64,11.07
G03579,03579,2018,141,4.26,23.4,14.89,20.57
G03580,03580,2018,661,8.32,15.89,14.98,10.14
G03581,03581,2018,1726,7.07,16.86,18.48,14.48
G03582,03582,2018,1178,10.1,21.39,15.96,20.2
G03583,03583,2018,527,10.44,22.2,16.32,9.87
G03584,03584,2018,1767,9,21.22,19.92,16.47
G03585,03585,2018,1306,8.42,30.25,12.63,17.08
G03586,03586,2018,315,11.75,15.24,15.87,11.11
G03588,03588,2018,864,7.75,22.11,22.92,9.84
G03590,03590,2018,360,6.39,30.56,14.72,10.83
G03592,03592,2018,450,10,22.67,10.44,15.11
G03593,03593,2018,206,16.02,14.08,17.48,12.14
G03595,03595,2018,327,11.62,15.9,5.2,9.17
G03597,03597,2018,124,8.06,44.35,5.65,17.74
G03598,03598,2018,1507,5.18,14.13,16.39,11.61
G03601,03601,2018,204,4.9,25.98,20.59,19.61
G03602,03602,2018,1240,15,24.52,16.37,10.32
G03603,03603,2018,2172,11.37,34.53,20.58,11.65
G03604,03604,2018,123,26.02,5.69,0,0
G03605,03605,2018,448,11.38,32.37,15.4,12.95
G03607,03607,2018,237,4.64,34.18,15.19,11.81
G03608,03608,2018,1581,11.07,26.44,20.05,14.48
G03609,03609,2018,402,23.38,12.19,27.86,5.22
G03740,03740,2018,267,8.61,34.83,23.22,8.24
G03741,03741,2018,2527,13.06,17.37,20.34,13.69
G03743,03743,2018,6504,6.92,22.06,19.8,18.07
G03745,03745,2018,791,12.64,23.14,22.88,12.9
G03746,03746,2018,128,14.06,34.38,15.62,11.72
G03748,03748,2018,2865,13.75,18.08,18.01,12.22
G03750,03750,2018,504,12.9,8.53,12.1,7.54
G03751,03751,2018,313,5.43,43.13,24.92,6.07
G03752,03752,2018,365,10.96,26.85,13.15,14.25
G03753,03753,2018,1499,16.94,14.81,23.95,5.27
G03754,03754,2018,202,0,0,7.43,6.93
G03755,03755,2018,4552,43.3,5.8,13.75,5.58
G03765,03765,2018,257,12.84,18.68,33.07,5.06
G03766,03766,2018,5561,15.68,18.07,29.35,5.38
G03768,03768,2018,789,27.63,11.41,19.9,9.38
G03770,03770,2018,321,18.07,18.69,11.84,13.4
G03771,03771,2018,431,9.05,31.09,16.01,12.3
G03773,03773,2018,3767,10.59,30.4,14.79,10.86
G03774,03774,2018,1000,20.6,25.9,16.5,5.1
G03777,03777,2018,834,15.11,41.25,10.07,8.87
G03779,03779,2018,456,18.2,19.52,22.37,6.36
G03780,03780,2018,289,20.76,14.88,40.14,11.42
G03781,03781,2018,1018,18.27,19.65,23.58,9.04
G03782,03782,2018,1719,15.36,16.11,15.24,11.69
G03784,03784,2018,1942,16.58,13.85,23.79,9.11
G03785,03785,2018,1110,11.8,20.18,14.5,11.98
G03801,03801,2018,13137,11.01,13.47,10.6,12.49
G03809,03809,2018,1767,9.73,23.77,11.94,17.03
G03810,03810,2018,719,3.89,12.1,10.71,8.48
G03811,03811,2018,4194,10.4,25.66,19,12.33
G03812,03812,2018,336,2.98,35.71,5.95,5.95
G03813,03813,2018,1255,5.34,28.37,13.39,15.78
G03814,03814,2018,1085,5.25,22.67,17.14,26.18
G03816,03816,2018,659,12.9,20.49,16.39,11.99
G03817,03817,2018,343,0,14.29,40.23,13.12
G03818,03818,2018,1865,10.99,23.27,14.91,12.01
G03819,03819,2018,2666,4.84,26.59,14.74,12.98
G03820,03820,2018,17765,11.98,16.51,13.66,9.43
G03823,03823,2018,969,14.55,16.2,10.11,10.73
G03824,03824,2018,10035,24.73,7.48,8.06,13.86
G03825,03825,2018,5311,9.68,19.13,14.89,10.47
G03826,03826,2018,1391,7.26,32.35,13.16,8.55
G03827,03827,2018,1660,6.57,23.37,11.51,12.71
G03830,03830,2018,869,5.64,44.07,11.74,7.13
G03832,03832,2018,184,7.61,18.48,14.13,9.78
G03833,03833,2018,11718,12.18,16.35,16.64,11.25
G03835,03835,2018,3648,5.92,30.7,11.16,14.12
G03836,03836,2018,598,4.85,27.09,12.88,11.37
G03837,03837,2018,729,9.74,28.81,8.23,7.27
G03838,03838,2018,528,2.65,22.35,2.08,28.41
G03839,03839,2018,1961,3.93,26.77,13.92,17.13
G03840,03840,2018,2119,6.23,16.14,11.28,8.73
G03841,03841,2018,3509,10.12,22.66,12.43,11.29
G03842,03842,2018,8923,8.83,22.17,13.29,12.9
G03844,03844,2018,1475,9.69,19.66,12.61,15.05
G03845,03845,2018,604,9.6,4.97,18.71,22.52
G03846,03846,2018,563,8.7,11.01,8.88,5.51
G03847,03847,2018,288,0,0,29.17,0
G03848,03848,2018,3498,5.89,37.54,7.6,13.35
G03849,03849,2018,828,6.04,14.98,18,18.96
G03850,03850,2018,115,0,34.78,0,0
G03851,03851,2018,2118,5.24,27.95,15.2,9.63
G03852,03852,2018,276,6.16,40.94,0,23.55
G03853,03853,2018,194,4.64,32.47,13.4,18.04
G03854,03854,2018,330,13.94,5.15,5.45,10
G03855,03855,2018,1342,9.17,25.04,11.48,14.98
G03856,03856,2018,966,6.94,20.29,13.87,7.97
G03857,03857,2018,5576,11.17,20.23,17.52,12.55
G03858,03858,2018,2935,9.44,26.44,15.03,13.12
G03860,03860,2018,2566,13.68,10.83,7.72,13.45
G03861,03861,2018,2364,18.23,19.84,12.27,0.89
G03862,03862,2018,2415,6.92,19.3,12.84,11.26
G03864,03864,2018,648,5.09,41.36,13.89,7.25
G03865,03865,2018,4279,8.04,27.62,13.04,10.45
G03867,03867,2018,10889,7.16,22.07,11.46,14.87
G03868,03868,2018,2284,5.82,16.94,13.97,22.59
G03869,03869,2018,1362,12.63,24.3,15.35,9.54
G03870,03870,2018,2627,11.42,19.87,8.95,7.23
G03871,03871,2018,37,45.95,0,0,0
G03872,03872,2018,1769,7.69,22.27,16.68,16
