G_COUNTYFP,COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
G20053,20053,0.28,0.28,0.4,0.8,0.4
G20063,20063,0.19,0.44,0.21,0.06,0.1
G20065,20065,0.22,0.57,0.25,0.05,0.13
G20073,20073,0.23,0.83,0.14,0.18,0.21
G20089,20089,0.26,0.38,0.09,0.05,0.09
G20091,20091,0.01,0.11,0.69,0.08,0.06
G20129,20129,0.37,0.76,0.85,0.08,0.41
G20135,20135,0.09,0.5,0.65,0.05,0.15
G20137,20137,0.27,0.08,0.5,0.66,0.3
G20145,20145,0.33,0.64,0.42,0.17,0.29
G20149,20149,0.15,0.21,0.4,0.23,0.15
G20153,20153,0.08,0.49,0.57,0.06,0.14
G20157,20157,0.1,0.16,0.08,0.21,0.06
G20171,20171,0.24,0.1,0.78,0.45,0.31
G20177,20177,0.25,0.48,0.7,0.78,0.51
G20183,20183,0.17,0.49,0.07,0.02,0.05
G20187,20187,0.51,0.65,0.85,0.13,0.5
G20203,20203,0.19,0.88,0.87,0.29,0.47
G20205,20205,0.48,0.99,0.18,0.65,0.64
G20207,20207,0.82,0.68,0.28,0.05,0.44
G21001,21001,0.87,0.2,0.15,0.93,0.71
G21019,21019,0.71,0.87,0.12,0.77,0.69
G21021,21021,0.5,0.33,0.47,0.42,0.43
G21027,21027,0.82,0.62,0.27,0.75,0.74
G21031,21031,0.81,0.83,0.43,0.66,0.79
G21033,21033,0.46,0.88,0.21,0.51,0.5
G21035,21035,0.66,0.06,0.34,0.8,0.5
G21037,21037,0.27,0.07,0.23,0.68,0.22
G21057,21057,0.84,0.32,0.1,0.46,0.53
G21061,21061,0.89,0.39,0.13,0.59,0.64
G21067,21067,0.38,0.08,0.8,0.77,0.49
G21077,21077,0.7,0.38,0.38,0.68,0.61
G21081,21081,0.6,0.87,0.11,0.61,0.56
G21085,21085,0.79,0.7,0.1,0.55,0.61
G21105,21105,0.7,0.63,0.27,0.5,0.57
G21111,21111,0.38,0.38,0.8,0.71,0.57
G21113,21113,0.55,0.76,0.55,0.27,0.52
G21137,21137,0.91,0.78,0.18,0.46,0.71
G21139,21139,0.52,0.55,0.02,0.21,0.26
G21155,21155,0.91,0.95,0.37,0.84,0.91
G21167,21167,0.72,0.41,0.36,0.14,0.41
G21173,21173,0.8,0.95,0.25,0.71,0.8
G21177,21177,0.87,0.53,0.14,0.48,0.61
G21183,21183,0.84,0.89,0.12,0.21,0.58
G21187,21187,0.67,0.86,0.15,0.33,0.53
G21197,21197,0.88,0.84,0.04,0.79,0.77
G21221,21221,0.55,0.69,0.29,0.15,0.36
G21225,21225,0.81,0.29,0.28,0.38,0.54
G21233,21233,0.77,0.8,0.45,0.71,0.79
G22005,22005,0.34,0.55,0.7,0.27,0.4
G22011,22011,0.72,0.87,0.39,0.39,0.65
G22023,22023,0.37,0.11,0.63,0.23,0.26
G22053,22053,0.83,0.94,0.31,0.67,0.81
G22057,22057,0.7,0.68,0.69,0.67,0.77
G22073,22073,0.77,0.65,0.54,0.95,0.85
G22079,22079,0.75,0.9,0.69,0.93,0.91
G22081,22081,0.77,0.85,0.69,0.57,0.81
G22089,22089,0.32,0.49,0.66,0.24,0.35
G22099,22099,0.75,0.73,0.77,0.51,0.78
G22111,22111,0.73,0.51,0.68,0.86,0.81
G22121,22121,0.56,0.68,0.55,0.94,0.76
G22123,22123,0.92,0.73,0.3,0.25,0.67
G22125,22125,0.74,0.1,0.64,0.85,0.69
G23003,23003,0.58,0.62,0.3,0.75,0.59
G23015,23015,0.15,0.5,0.08,0.18,0.11
G24003,24003,0.08,0.06,0.75,0.36,0.18
G24005,24005,0.17,0.2,0.86,0.62,0.38
G24011,24011,0.52,0.75,0.71,0.28,0.55
G24017,24017,0.04,0.28,0.83,0.13,0.17
G24027,24027,0.01,0.07,0.91,0.17,0.13
G24041,24041,0.09,0.41,0.68,0.04,0.13
G24045,24045,0.58,0.26,0.86,0.94,0.77
G25001,25001,0.05,0.12,0.43,0.09,0.06
G25005,25005,0.38,0.32,0.77,0.65,0.52
G25015,25015,0.25,0.02,0.57,0.69,0.23
G25021,25021,0.07,0.03,0.8,0.66,0.21
G25027,25027,0.23,0.1,0.79,0.79,0.41
G26003,26003,0.57,0.24,0.35,0.55,0.45
G26009,26009,0.27,0.29,0.23,0.07,0.12
G26011,26011,0.77,0.64,0.15,0.27,0.51
G26013,26013,0.69,0.56,0.35,0.74,0.66
G26019,26019,0.25,0.32,0.19,0.08,0.11
G26025,26025,0.57,0.79,0.63,0.72,0.72
G26031,26031,0.56,0.51,0.18,0.11,0.29
G26039,26039,0.64,0.63,0.12,0.2,0.37
G26045,26045,0.19,0.42,0.59,0.41,0.31
G26051,26051,0.71,0.66,0.15,0.48,0.54
G26057,26057,0.67,0.42,0.36,0.7,0.6
G26065,26065,0.52,0.07,0.76,0.86,0.57
G26071,26071,0.45,0.38,0.08,0.36,0.28
G26077,26077,0.35,0.15,0.57,0.69,0.41
G26081,26081,0.28,0.31,0.8,0.65,0.48
G26083,26083,0.23,0.62,0.02,0.03,0.08
G26089,26089,0.08,0.09,0.4,0.02,0.02
G26101,26101,0.5,0.34,0.28,0.5,0.4
G26125,26125,0.08,0.05,0.76,0.18,0.11
G26131,26131,0.55,0.32,0.15,0.2,0.27
G26141,26141,0.6,0.4,0.26,0.07,0.28
G26161,26161,0.17,0.01,0.74,0.79,0.22
G27001,27001,0.39,0.49,0.14,0.43,0.31
G27007,27007,0.63,0.73,0.4,0.95,0.78
G27009,27009,0.23,0.49,0.32,0.88,0.43
G27011,27011,0.17,0.35,0.16,0.48,0.2
G27013,27013,0.3,0.04,0.42,0.75,0.28
G27019,27019,0,0.07,0.35,0.08,0.01
G27021,27021,0.35,0.79,0.28,0.32,0.35
G27027,27027,0.11,0.11,0.41,0.72,0.22
G27037,27037,0.02,0.2,0.71,0.15,0.12
G27039,27039,0.02,0.39,0.32,0.07,0.06
G27057,27057,0.15,0.54,0.25,0.33,0.21
G27073,27073,0.06,0.3,0.25,0.23,0.1
G27075,27075,0.07,0.16,0.29,0.31,0.11
G27077,27077,0.2,0.15,0.12,0.47,0.16
G27081,27081,0.16,0.4,0.01,0.1,0.07
G27083,27083,0.21,0.35,0.65,0.8,0.45
G27095,27095,0.43,0.9,0.24,0.8,0.59
G27099,27099,0.37,0.68,0.8,0.71,0.63
G27101,27101,0.1,0.23,0.47,0.12,0.11
G27109,27109,0.04,0.2,0.72,0.59,0.26
G27113,27113,0.11,0.55,0.29,0.71,0.3
G27117,27117,0.26,0.58,0.69,0.58,0.46
G27119,27119,0.21,0.36,0.44,0.73,0.37
G27131,27131,0.2,0.08,0.71,0.87,0.39
G27139,27139,0.01,0.09,0.7,0.23,0.11
G27141,27141,0.03,0.22,0.31,0.24,0.09
G27145,27145,0.26,0.13,0.61,0.78,0.39
G27149,27149,0.18,0.03,0.62,0.65,0.23
G27155,27155,0.14,0.68,0.34,0.38,0.26
G27159,27159,0.47,0.99,0.08,0.8,0.66
G27165,27165,0.37,0.74,0.86,0.28,0.52
G27169,27169,0.25,0.02,0.4,0.77,0.21
G27171,27171,0.02,0.13,0.32,0.15,0.05
G28019,28019,0.93,0.77,0.34,0.81,0.85
G28037,28037,0.73,0.89,0.42,0.16,0.57
G28067,28067,0.8,0.92,0.72,0.77,0.89
G28073,28073,0.55,0.62,0.51,0.39,0.53
G28075,28075,0.77,0.92,0.64,0.97,0.93
G28077,28077,0.86,0.64,0.44,0.29,0.66
G28085,28085,0.81,0.81,0.39,0.6,0.76
G28131,28131,0.72,0.47,0.33,0.6,0.6
G28137,28137,0.82,0.6,0.69,0.88,0.86
G28139,28139,0.91,0.92,0.49,0.61,0.86
G28149,28149,0.75,0.85,0.66,0.84,0.86
G28155,28155,0.78,0.97,0.31,0.11,0.6
G29005,29005,0.19,0.43,0.03,0.07,0.07
G29009,29009,0.74,0.78,0.69,0.34,0.71
G29017,29017,0.72,0.64,0.07,0.35,0.48
G29019,29019,0.31,0.02,0.63,0.71,0.29
G29027,29027,0.4,0.28,0.27,0.48,0.32
G29035,29035,0.79,1,0.05,0.47,0.75
G29053,29053,0.46,0.51,0.22,0.49,0.39
G29065,29065,0.82,0.9,0.05,0.41,0.63
G29067,29067,0.86,0.63,0.15,0.2,0.52
G29077,29077,0.43,0.14,0.41,0.81,0.44
G29093,29093,0.88,0.88,0.05,0.79,0.78
G29095,29095,0.36,0.48,0.82,0.55,0.54
G29101,29101,0.45,0.05,0.32,0.8,0.35
G29111,29111,0.49,0.31,0.17,0.78,0.45
G29117,29117,0.51,0.49,0.13,0.45,0.37
G29123,29123,0.63,0.55,0.08,0.57,0.48
G29135,29135,0.6,0.18,0.48,0.64,0.51
G29147,29147,0.53,0.02,0.17,0.54,0.22
G29163,29163,0.59,0.34,0.36,0.68,0.54
G29165,29165,0.02,0.24,0.56,0.13,0.1
G29169,29169,0.64,0.31,0.63,0.73,0.65
G29175,29175,0.68,0.43,0.16,0.73,0.56
G29179,29179,0.82,0.66,0.06,0.4,0.56
G29187,29187,0.69,0.58,0.24,0.91,0.7
G29201,29201,0.71,0.96,0.43,0.6,0.78
G29207,29207,0.74,0.75,0.05,0.24,0.46
G29209,29209,0.52,0.41,0.11,0.44,0.35
G29211,29211,0.61,0.36,0.81,0.49,0.63
G29213,29213,0.65,0.84,0.44,0.95,0.82
G29225,29225,0.63,0.38,0.41,0.83,0.64
G30011,30011,0.12,0.14,0.01,0.22,0.05
G30019,30019,0,0.41,0.08,0.09,0.02
G30037,30037,0.24,0.26,0.28,0.01,0.05
G30039,30039,0.18,0.33,0.02,0.13,0.08
G30055,30055,0.09,0.13,0.36,0.16,0.08
G30057,30057,0.06,0.13,0.56,0.4,0.17
G30065,30065,0.67,0.27,0.11,0.31,0.36
G30077,30077,0.32,0.24,0.19,0.5,0.25
G30079,30079,0.24,0.65,0,0.03,0.08
G30087,30087,0.75,0.43,0.46,0.44,0.61
G30089,30089,0.72,0.4,0.23,0.1,0.35
G30093,30093,0.47,0.4,0.3,0.84,0.53
G30097,30097,0.03,0.26,0.09,0.01,0.01
G30109,30109,0.47,0.96,0.39,0.07,0.39
G31009,31009,0.14,0.18,0.31,0.13,0.09
G31013,31013,0.29,0.48,0.45,0.47,0.36
G31015,31015,0.11,0.63,0.14,0.08,0.09
G31017,31017,0.22,0.25,0.22,0.16,0.13
G31029,31029,0.17,0.18,0.68,0.09,0.16
G31045,31045,0.21,0.07,0.22,0.54,0.17
G31049,31049,0.31,0.44,0.53,0.01,0.16
G31055,31055,0.23,0.31,0.85,0.66,0.47
G31057,31057,0.37,0.66,0.67,0.05,0.3
G31061,31061,0.2,0.36,0.16,0.05,0.08
G31063,31063,0.13,0.41,0.03,0.22,0.1
G31069,31069,0.03,0.34,0.05,0.03,0.01
G31071,31071,0.06,0.5,0.01,0.09,0.04
G31073,31073,0.01,0.11,0.08,0.03,0.01
G31077,31077,0.13,0.54,0.08,0.02,0.04
G31083,31083,0.21,0.52,0.23,0.07,0.12
G31087,31087,0.27,0.82,0.09,0.14,0.19
G31097,31097,0.34,0.43,0.71,0.83,0.58
G31101,31101,0.23,0.44,0.3,0.29,0.23
G31105,31105,0.53,0.97,0.45,0.24,0.56
G31109,31109,0.16,0.08,0.7,0.69,0.3
G31113,31113,0.15,0.24,0.37,0.1,0.11
G31115,31115,0.04,0.24,0,0.01,0
G31117,31117,0.37,0.16,0.04,0.06,0.08
G31119,31119,0.33,0.3,0.79,0.68,0.51
G31129,31129,0.2,0.46,0.33,0.16,0.17
G31141,31141,0.21,0.18,0.8,0.34,0.3
G31149,31149,0.01,0.09,0.16,0.07,0.01
G31151,31151,0.5,0.34,0.88,0.53,0.6
G31159,31159,0.03,0.11,0.16,0.24,0.05
G31161,31161,0.35,0.86,0.49,0.77,0.6
G31163,31163,0.15,0.34,0.18,0.06,0.07
G31169,31169,0.08,0.46,0.13,0.06,0.06
G31175,31175,0.13,0.58,0.22,0.19,0.15
G31179,31179,0.19,0.01,0.39,0.36,0.08
G32005,32005,0.12,0.27,0.67,0.15,0.18
G32007,32007,0.33,0.4,0.84,0.59,0.52
G32011,32011,0.02,0.38,0.17,0.18,0.07
G32033,32033,0.37,0.15,0.64,0.49,0.37
G32510,32510,0.46,0.87,0.84,0.96,0.84
G33003,33003,0.06,0.25,0.04,0.21,0.06
G33011,33011,0.09,0.06,0.65,0.5,0.19
G34009,34009,0.31,0.17,0.58,0.52,0.34
G34025,34025,0.09,0.04,0.79,0.31,0.16
G34027,34027,0.04,0.03,0.83,0.29,0.12
G34035,34035,0.03,0.03,0.89,0.18,0.1
G35027,35027,0.38,0.39,0.88,0.33,0.48
G35043,35043,0.53,0.36,0.87,0.18,0.48
G35055,35055,0.73,0.82,0.91,0.66,0.86
G35059,35059,0.51,0.64,0.92,0.5,0.68
G36003,36003,0.61,0.42,0.24,0.83,0.58
G36007,36007,0.52,0.3,0.61,0.83,0.62
G36009,36009,0.61,0.68,0.41,0.9,0.73
G36011,36011,0.38,0.47,0.33,0.83,0.5
G36013,36013,0.66,0.55,0.56,0.79,0.72
G36015,36015,0.39,0.67,0.32,0.69,0.48
G36019,36019,0.47,0.2,0.4,0.91,0.53
G36029,36029,0.28,0.21,0.72,0.64,0.41
G36033,36033,0.69,0.36,0.45,0.89,0.71
G36043,36043,0.54,0.52,0.27,0.71,0.53
G36051,36051,0.35,0.08,0.32,0.83,0.34
G36055,36055,0.36,0.29,0.8,0.66,0.52
G36057,36057,0.74,0.85,0.67,0.71,0.83
G36059,36059,0.08,0.04,0.91,0.55,0.24
G36065,36065,0.47,0.55,0.72,0.87,0.69
G36071,36071,0.26,0.2,0.88,0.9,0.55
G36077,36077,0.46,0.1,0.35,0.82,0.42
G36089,36089,0.68,0.45,0.42,0.94,0.75
G36093,36093,0.34,0.12,0.7,0.61,0.39
G36099,36099,0.37,0.4,0.41,0.68,0.45
G36105,36105,0.57,0.65,0.78,0.9,0.79
G36123,36123,0.4,0.22,0.29,0.87,0.44
G37003,37003,0.7,0.35,0.58,0.57,0.63
G37011,37011,0.65,0.26,0.54,0.81,0.64
G37013,37013,0.71,0.74,0.72,0.4,0.72
G37019,37019,0.36,0.35,0.56,0.34,0.36
G37029,37029,0.58,0.43,0.52,0.03,0.31
G37033,37033,0.83,0.28,0.73,0.9,0.84
G37039,37039,0.7,0.43,0.35,0.29,0.49
G37043,37043,0.37,0.34,0.23,0.2,0.22
G37045,37045,0.86,0.7,0.52,0.77,0.84
G37047,37047,0.86,0.91,0.81,0.9,0.95
G37067,37067,0.52,0.28,0.89,0.78,0.68
G37073,37073,0.54,0.51,0.42,0.14,0.36
G37081,37081,0.46,0.25,0.91,0.76,0.64
G37085,37085,0.75,0.57,0.81,0.6,0.79
G37089,37089,0.19,0.29,0.71,0.42,0.32
G37099,37099,0.58,0.13,0.64,0.87,0.62
G37105,37105,0.75,0.72,0.92,0.64,0.85
G37111,37111,0.72,0.81,0.54,0.75,0.79
G37113,37113,0.43,0.4,0.56,0.22,0.35
G37117,37117,0.84,0.93,0.64,0.2,0.75
G37129,37129,0.37,0.07,0.66,0.62,0.38
G37135,37135,0.17,0.01,0.83,0.84,0.3
G37137,37137,0.58,0.43,0.69,0.86,0.72
G37143,37143,0.62,0.29,0.65,0.3,0.5
G37149,37149,0.24,0.35,0.46,0.73,0.38
G37173,37173,0.85,0.72,0.52,0.55,0.78
G37175,37175,0.49,0.27,0.46,0.4,0.4
G37179,37179,0.22,0.16,0.8,0.09,0.19
G37183,37183,0.1,0.14,0.86,0.44,0.28
G37191,37191,0.8,0.84,0.92,0.94,0.95
G37193,37193,0.78,0.58,0.56,0.46,0.69
G37195,37195,0.85,0.84,0.88,0.86,0.94
G37199,37199,0.8,0.45,0.47,0.26,0.57
G38013,38013,0.02,0.09,0.07,0.07,0.01
G38015,38015,0.01,0.17,0.31,0.72,0.17
G38017,38017,0.05,0.04,0.54,0.53,0.14
G38019,38019,0.05,0.12,0.25,0.04,0.02
G38023,38023,0.06,0.14,0.11,0.14,0.03
G38029,38029,0.22,0.3,0.04,0.15,0.1
G38035,38035,0.24,0.04,0.46,0.88,0.3
G38037,38037,0.11,0.22,0.05,0.21,0.07
G38039,38039,0.06,0.41,0.13,0.14,0.07
G38045,38045,0.22,0.11,0.3,0.02,0.04
G38047,38047,0.13,0.09,0.09,0.13,0.04
G38051,38051,0.23,0.35,0.11,0.11,0.11
G38063,38063,0.07,0.19,0.01,0.17,0.04
G38071,38071,0.08,0.73,0.23,0.87,0.35
G38077,38077,0.14,0.06,0.24,0.49,0.12
G38083,38083,0.29,0.13,0.15,0.06,0.07
G38087,38087,0.06,0.51,0.08,0,0.01
G38089,38089,0.07,0.1,0.41,0.76,0.21
G38093,38093,0.17,0.15,0.18,0.81,0.24
G38101,38101,0.04,0.05,0.43,0.74,0.17
G38103,38103,0.17,0.39,0.01,0.09,0.06
G39001,39001,0.89,0.97,0.03,0.6,0.77
G39031,39031,0.72,0.7,0.22,0.6,0.62
G39041,39041,0,0.08,0.47,0.04,0.02
G39047,39047,0.64,0.89,0.32,0.17,0.5
G39049,39049,0.34,0.25,0.84,0.67,0.51
G39079,39079,0.86,0.93,0.12,0.66,0.77
G39087,39087,0.7,0.88,0.15,0.34,0.56
G39097,39097,0.35,0.28,0.36,0.53,0.34
G39101,39101,0.68,0.54,0.33,0.75,0.64
G39115,39115,0.67,0.89,0.18,0.38,0.57
G39129,39129,0.38,0.31,0.25,0.37,0.28
G39131,39131,0.87,0.92,0.1,0.78,0.8
G39173,39173,0.22,0.03,0.42,0.5,0.17
G40003,40003,0.28,0.34,0.59,0.18,0.25
G40007,40007,0.51,0.28,0.84,0.22,0.46
G40009,40009,0.49,0.46,0.63,0.95,0.71
G40011,40011,0.44,0.82,0.83,0.55,0.67
G40025,40025,0.39,0.88,0.77,0.09,0.45
G40029,40029,0.78,1,0.51,0.39,0.83
G40039,40039,0.51,0.57,0.84,0.84,0.75
G40041,40041,0.8,0.79,0.67,0.41,0.77
G40043,40043,0.28,0.55,0.57,0.07,0.22
G40057,40057,0.68,0.97,0.86,0.36,0.81
G40063,40063,0.9,0.7,0.55,0.55,0.81
G40069,40069,0.83,0.97,0.51,0.53,0.85
G40073,40073,0.33,0.74,0.78,0.13,0.38
G40077,40077,0.74,0.96,0.6,0.88,0.89
G40079,40079,0.82,0.96,0.78,0.64,0.9
G40097,40097,0.63,0.95,0.49,0.61,0.75
G40099,40099,0.48,0.93,0.67,0.63,0.71
G40101,40101,0.77,0.92,0.75,0.95,0.93
G40109,40109,0.45,0.59,0.91,0.68,0.68
G40111,40111,0.83,0.97,0.42,0.74,0.87
G40115,40115,0.83,0.99,0.7,0.92,0.96
G40121,40121,0.67,0.92,0.63,0.77,0.83
G40127,40127,0.79,0.88,0.41,0.62,0.79
G40143,40143,0.4,0.6,0.87,0.6,0.62
G40151,40151,0.38,0.25,0.43,0.35,0.31
G41001,41001,0.6,0.58,0.32,0.92,0.69
G41003,41003,0.37,0.01,0.66,0.89,0.35
G41005,41005,0.09,0.08,0.66,0.41,0.19
G41013,41013,0.65,0.74,0.4,0.38,0.57
G41015,41015,0.54,0.48,0.39,0.48,0.49
G41019,41019,0.64,0.74,0.37,0.87,0.73
G41025,41025,0.66,0.85,0.35,0.71,0.71
G41027,41027,0.33,0.07,0.92,0.92,0.55
G41031,41031,0.83,0.85,0.84,0.79,0.91
G41039,41039,0.54,0.31,0.59,0.9,0.65
G41041,41041,0.49,0.56,0.48,0.65,0.55
G41057,41057,0.4,0.69,0.64,0.86,0.66
G41063,41063,0.29,0.73,0.36,0.81,0.5
G41067,41067,0.16,0.08,0.87,0.57,0.32
G42011,42011,0.48,0.43,0.84,0.62,0.62
G42021,42021,0.51,0.62,0.17,0.67,0.49
G42023,42023,0.34,0.67,0.04,0.48,0.3
G42043,42043,0.29,0.34,0.81,0.66,0.5
G42049,42049,0.45,0.56,0.6,0.78,0.62
G42059,42059,0.43,0.33,0.15,0.83,0.44
G42061,42061,0.54,0.37,0.29,0.67,0.49
G42069,42069,0.36,0.5,0.66,0.65,0.53
G42071,42071,0.3,0.2,0.71,0.75,0.46
G42079,42079,0.48,0.56,0.71,0.63,0.61
G42087,42087,0.49,0.78,0.19,0.51,0.47
G42091,42091,0.04,0.06,0.73,0.4,0.17
G42093,42093,0.11,0.39,0.34,0.78,0.31
G42097,42097,0.47,0.57,0.25,0.73,0.5
G42113,42113,0.49,0.4,0.25,0.38,0.36
G42119,42119,0.39,0.04,0.46,0.85,0.36
G44003,44003,0.15,0.13,0.5,0.23,0.15
G45017,45017,0.67,0.36,0.56,0.42,0.56
G45019,45019,0.23,0.04,0.74,0.71,0.32
G45021,45021,0.82,0.41,0.58,0.47,0.7
G45037,45037,0.68,0.56,0.87,0.9,0.85
G45039,45039,0.87,0.4,0.69,0.46,0.75
G45041,45041,0.76,0.83,0.71,0.93,0.9
G45043,45043,0.63,0.67,0.7,0.5,0.68
G45047,45047,0.83,0.88,0.83,0.88,0.93
G45051,45051,0.54,0.54,0.69,0.57,0.61
G45059,45059,0.88,0.83,0.66,0.87,0.92
G45071,45071,0.81,0.76,0.85,0.92,0.92
G46003,46003,0.15,0.72,0.64,0.17,0.27
G46009,46009,0.34,0.09,0.35,0.42,0.24
G46013,46013,0.1,0.31,0.53,0.76,0.33
G46021,46021,0.05,0.15,0,0.03,0.01
G46023,46023,0.76,0.76,0.38,0.69,0.74
G46033,46033,0.16,0.21,0.46,0.45,0.23
G46035,46035,0.2,0.29,0.12,0.65,0.23
G46037,46037,0.35,0.48,0.2,0.1,0.18
G46047,46047,0.23,0.42,0.52,0.75,0.42
G46057,46057,0.11,0.25,0.46,0.23,0.16
G46061,46061,0.13,0.15,0.02,0,0
G46065,46065,0.09,0.15,0.57,0.98,0.41
G46069,46069,0.16,0.1,0.34,0.17,0.09
G46073,46073,0.08,0.18,0.15,0.14,0.05
G46075,46075,0.21,0.04,0,0.01,0.01
G46087,46087,0.29,0.41,0.37,0.19,0.22
G46091,46091,0.06,0.73,0.63,0.14,0.21
G46099,46099,0.14,0.3,0.67,0.68,0.36
G46103,46103,0.18,0.55,0.43,0.81,0.42
G46127,46127,0.02,0.21,0.22,0.07,0.03
G46135,46135,0.18,0.46,0.36,0.62,0.32
G47005,47005,0.88,0.77,0.16,0.51,0.7
G47017,47017,0.79,0.82,0.26,0.7,0.74
G47023,47023,0.82,0.48,0.33,0.5,0.64
G47045,47045,0.76,0.96,0.46,0.4,0.76
G47059,47059,0.73,0.67,0.16,0.43,0.54
G47073,47073,0.77,0.9,0.18,0.62,0.71
G47085,47085,0.73,0.38,0.13,0.18,0.37
G47093,47093,0.31,0.07,0.6,0.52,0.3
G47105,47105,0.4,0.28,0.63,0.34,0.39
G47109,47109,0.93,0.78,0.27,0.35,0.72
G47123,47123,0.89,0.59,0.29,0.34,0.65
G47125,47125,0.46,0.68,0.69,0.32,0.52
G47153,47153,0.72,0.78,0.23,0.39,0.57
G47169,47169,0.81,0.22,0.42,0.29,0.52
G47187,47187,0.01,0.07,0.5,0.05,0.02
G48007,48007,0.62,0.67,0.82,0.82,0.8
G48035,48035,0.5,0.82,0.75,0.39,0.62
G48037,48037,0.64,0.61,0.75,0.98,0.85
G48045,48045,0.59,0.37,0.92,0.06,0.46
G48071,48071,0.38,0.19,0.86,0.33,0.41
G48093,48093,0.52,0.82,0.85,0.58,0.73
G48121,48121,0.07,0.12,0.89,0.31,0.22
G48125,48125,0.85,0.85,0.68,0.74,0.88
G48129,48129,0.42,0.39,0.52,0.52,0.45
G48133,48133,0.71,0.53,0.76,0.83,0.81
G48147,48147,0.5,0.23,0.73,0.73,0.58
G48161,48161,0.69,0.82,0.85,0.73,0.84
G48167,48167,0.38,0.35,0.9,0.68,0.58
G48185,48185,0.72,0.46,0.89,0.91,0.86
G48199,48199,0.32,0.43,0.27,0.28,0.25
G48209,48209,0.38,0.04,0.91,0.78,0.49
G48213,48213,0.64,0.66,0.72,0.62,0.72
G48217,48217,0.74,0.86,0.82,0.77,0.87
G48231,48231,0.64,0.54,0.77,0.95,0.83
G48237,48237,0.53,0.28,0.8,0.79,0.65
G48239,48239,0.49,0.52,0.9,0.64,0.68
G48257,48257,0.54,0.41,0.85,0.37,0.57
G48265,48265,0.37,0.87,0.8,0.73,0.7
G48269,48269,0.43,0.18,0.73,0.01,0.2
G48285,48285,0.29,0.96,0.76,0.74,0.69
G48287,48287,0.45,0.69,0.86,0.65,0.68
G48289,48289,0.59,0.75,0.8,0.27,0.62
G48293,48293,0.89,0.77,0.91,0.91,0.95
G48295,48295,0.51,0.54,0.88,0.1,0.46
G48303,48303,0.53,0.46,0.86,0.86,0.75
G48331,48331,0.57,0.87,0.83,0.58,0.76
G48349,48349,0.85,0.94,0.93,0.88,0.97
G48351,48351,0.86,0.81,0.44,0.33,0.72
G48353,48353,0.7,0.77,0.9,0.88,0.89
G48365,48365,0.55,0.79,0.71,0.61,0.7
G48379,48379,0.47,0.54,0.44,0.3,0.4
G48393,48393,0.14,0.94,0.25,0,0.09
G48397,48397,0.07,0.08,0.78,0.11,0.11
G48401,48401,0.65,0.57,0.87,0.78,0.8
G48417,48417,0.72,0.76,0.63,0.36,0.68
G48423,48423,0.61,0.39,0.91,0.73,0.75
G48429,48429,0.84,0.91,0.76,0.63,0.88
G48433,48433,0.26,0.69,0.36,0.36,0.32
G48447,48447,0.49,0.7,0.36,0.03,0.27
G48451,48451,0.39,0.34,0.88,0.89,0.66
G48485,48485,0.65,0.58,0.81,0.89,0.82
G48493,48493,0.39,0.18,0.89,0.39,0.44
G48497,48497,0.43,0.66,0.77,0.49,0.58
G48499,48499,0.55,0.81,0.63,0.45,0.63
G49003,49003,0.26,0.16,0.54,0.1,0.16
G49005,49005,0.35,0.07,0.65,0.47,0.32
G49007,49007,0.53,0.65,0.47,0.56,0.56
G49011,49011,0.05,0.1,0.53,0.14,0.08
G49013,49013,0.58,0.27,0.57,0.38,0.48
G49015,49015,0.34,0.47,0.35,0.2,0.26
G49019,49019,0.35,0.27,0.74,0.76,0.52
G49021,49021,0.57,0.15,0.56,0.44,0.45
G49027,49027,0.32,0.25,0.72,0.34,0.36
G49029,49029,0.02,0.05,0.18,0,0
G49033,49033,0.33,0.33,0.31,0.15,0.2
G49041,49041,0.53,0.38,0.48,0.13,0.33
G49043,49043,0,0.06,0.68,0.12,0.05
G49045,49045,0.36,0.32,0.61,0.2,0.31
G49047,49047,0.57,0.19,0.56,0.5,0.48
G49051,49051,0.01,0.06,0.61,0.16,0.06
G49057,49057,0.31,0.37,0.76,0.43,0.43
G50001,50001,0.09,0.09,0.26,0.33,0.1
G50007,50007,0.09,0.02,0.54,0.79,0.18
G50009,50009,0.53,0.58,0.21,0.02,0.21
G50021,50021,0.16,0.17,0.09,0.94,0.28
G51001,51001,0.66,0.5,0.9,0.77,0.8
G51003,51003,0.07,0.03,0.72,0.52,0.17
G51036,51036,0.43,0.19,0.51,0.11,0.24
G51037,51037,0.81,0.86,0.38,0.35,0.71
G51087,51087,0.19,0.19,0.89,0.19,0.26
G51091,51091,0.24,0.37,0,0.06,0.06
G51103,51103,0.14,0.27,0.52,0.15,0.16
G51115,51115,0.11,0.18,0.21,0.01,0.02
G51117,51117,0.68,0.87,0.53,0.73,0.78
G51119,51119,0.29,0.2,0.28,0.3,0.2
G51125,51125,0.28,0.34,0.41,0.41,0.3
G51131,51131,0.55,0.56,0.85,0.55,0.68
G51133,51133,0.35,0.28,0.33,0.02,0.12
G51145,51145,0.06,0.02,0.29,0.03,0.01
G51147,51147,0.76,0.05,0.84,0.86,0.73
G51149,51149,0.38,0.09,0.59,0.41,0.32
G51157,51157,0.15,0.21,0.35,0,0.02
G51159,51159,0.53,0.05,0.82,0.93,0.61
